User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,ASIA5LPUWRZIBXBN2J4W,2021-04-08T19:41:25Z,iam.amazonaws.com,GenerateServiceLastAccessedDetails,us-east-1,84.162.64.137,console.amazonaws.com,,[],f50c6fc1-4267-492f-8c9a-e5810688d79e,5afc347e-011d-4279-95bb-e4106805dacf,false,AwsApiCall,918025571920,Management
root,ASIA5LPUWRZIBXBN2J4W,2021-04-08T19:39:28Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,84.162.64.137,console.amazonaws.com,,[],38a51fa0-2564-435e-8ba9-49caf5e46591,33316c2f-0967-4e43-a787-59a20f1fe5f0,false,AwsApiCall,918025571920,Management
test,AKIA5LPUWRZIPGDAOL5Y,2021-04-08T19:29:04Z,iam.amazonaws.com,DeleteRole,us-east-1,84.162.64.137,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda_tf""}]",87fa1b61-f3d7-4025-947f-3dee84cca7f4,b257deff-45a6-4f5e-b698-65901a652cd0,false,AwsApiCall,918025571920,Management
root,ASIA5LPUWRZIBXBN2J4W,2021-04-08T19:28:39Z,iam.amazonaws.com,DetachRolePolicy,us-east-1,84.162.64.137,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/CloudWatchFullAccess""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda_tf""}]",cf6f4c76-8003-4f97-a658-bf5ef3a5ba49,66722a30-2b89-4c5a-9f03-4677b862956d,false,AwsApiCall,918025571920,Management
test,AKIA5LPUWRZIPGDAOL5Y,2021-04-08T19:28:38Z,iam.amazonaws.com,DeleteRole,us-east-1,84.162.64.137,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda_tf""}]",7c4dccde-582a-45f0-bc5f-0daf514cc3e2,5b48e7ca-279a-413b-9787-26553db4fa58,false,AwsApiCall,918025571920,Management
test,AKIA5LPUWRZIPGDAOL5Y,2021-04-08T19:28:34Z,iam.amazonaws.com,DeleteRole,us-east-1,84.162.64.137,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda_tf""}]",70cb69a7-9ce6-4465-8fe5-cf86c2aa0247,54b7c13b-7fa4-463c-a153-207d68419f32,false,AwsApiCall,918025571920,Management
test,AKIA5LPUWRZIPGDAOL5Y,2021-04-08T19:28:31Z,iam.amazonaws.com,DeleteRole,us-east-1,84.162.64.137,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda_tf""}]",b8b84175-df39-4886-9e0b-73760847cb17,6e5174b0-0c65-4506-9317-b4666d8a48c3,false,AwsApiCall,918025571920,Management
test,AKIA5LPUWRZIPGDAOL5Y,2021-04-08T19:28:30Z,iam.amazonaws.com,DeleteRole,us-east-1,84.162.64.137,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda_tf""}]",a72007ba-620f-4308-be9e-b3cd1c028e0b,3937144b-fe8b-4609-b952-a8a2328eb488,false,AwsApiCall,918025571920,Management
test,AKIA5LPUWRZIPGDAOL5Y,2021-04-08T19:28:29Z,iam.amazonaws.com,DeleteRole,us-east-1,84.162.64.137,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda_tf""}]",789c1a14-262b-40b8-9b69-ad0c689eaa33,2e62120b-b40a-4257-b4be-52ba224a00fe,false,AwsApiCall,918025571920,Management
test,AKIA5LPUWRZIPGDAOL5Y,2021-04-08T19:28:27Z,lambda.amazonaws.com,DeleteFunction20150331,us-east-1,84.162.64.137,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""udactiy_lambda""}]",d51e5586-03d4-49c2-b3d8-ddd7d182e74d,1e711e6b-1092-499a-ae85-1b8dbbc39c9f,false,AwsApiCall,918025571920,Management
udactiy_lambda,ASIA5LPUWRZIM7X7WJOC,2021-04-08T19:27:00Z,logs.amazonaws.com,CreateLogStream,us-east-1,52.90.144.203,awslambda-worker/1.0 rusoto/0.42.0 rust/1.51.0 linux,,[],54a7a34c-2328-4af4-92b7-ed0428467f6a,b4ae3fb6-a60d-49d2-9517-1a707b4f4a38,false,AwsApiCall,918025571920,Management
root,ASIA5LPUWRZIJL7RP6MK,2021-04-08T19:26:49Z,lambda.amazonaws.com,UpdateFunctionCode20150331v2,us-east-1,84.162.64.137,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""udactiy_lambda""}]",25aae4f1-b7e1-4ff1-a84b-f408f41f9b33,482adab5-8fd8-4d81-95ba-b50d876a9f3c,false,AwsApiCall,918025571920,Management
udactiy_lambda,ASIA5LPUWRZIHBONHGNN,2021-04-08T19:24:19Z,logs.amazonaws.com,CreateLogStream,us-east-1,100.24.255.246,awslambda-worker/1.0 rusoto/0.42.0 rust/1.51.0 linux,,[],ea31b314-871f-4928-a98b-f114e53fad69,4d8573d5-bb10-4129-a4c4-29ca9bba4217,false,AwsApiCall,918025571920,Management
root,ASIA5LPUWRZIBXBN2J4W,2021-04-08T19:23:55Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,84.162.64.137,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/CloudWatchFullAccess""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda_tf""}]",96ea1bca-d807-48cb-afde-88b5b39d8ff7,ee0dcded-d109-4b46-ae8d-edf45c75000f,false,AwsApiCall,918025571920,Management
root,ASIA5LPUWRZIIGVTEXKW,2021-04-08T19:23:08Z,logs.amazonaws.com,StartQuery,us-east-1,84.162.64.137,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",,[],ced98816-aba0-4854-b509-9371349ce96a,31c9348b-35ba-4236-8cb6-d6c9abbc80ba,false,AwsApiCall,918025571920,Management
root,ASIA5LPUWRZIIGVTEXKW,2021-04-08T19:23:08Z,logs.amazonaws.com,StartQuery,us-east-1,84.162.64.137,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",,[],3d8961b8-7580-48fd-aacd-e756d3ad67e2,a14b5a04-8812-46f0-b28f-5bd18913584e,false,AwsApiCall,918025571920,Management
root,ASIA5LPUWRZIJL7RP6MK,2021-04-08T19:22:56Z,lambda.amazonaws.com,UpdateFunctionCode20150331v2,us-east-1,84.162.64.137,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""udactiy_lambda""}]",305beccc-0d1f-48e1-8940-ccba1887a86d,2a006ac0-d0b4-4b6d-b8e5-2d2b17c5fbff,false,AwsApiCall,918025571920,Management
test,AKIA5LPUWRZIPGDAOL5Y,2021-04-08T19:21:08Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,84.162.64.137,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""udactiy_lambda""}]",57d0d826-0832-4d28-9c38-a9f9b2710dc5,f58dabe3-4483-4360-9d90-901a271af07e,false,AwsApiCall,918025571920,Management
test,AKIA5LPUWRZIPGDAOL5Y,2021-04-08T19:21:03Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,84.162.64.137,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),InvalidParameterValueException,[],90c1f950-b5a3-42a0-b9ff-866b5434ca0c,49016b34-d86b-4d8c-9f8b-926b6fd33ccf,false,AwsApiCall,918025571920,Management
test,AKIA5LPUWRZIPGDAOL5Y,2021-04-08T19:21:01Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,84.162.64.137,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),InvalidParameterValueException,[],a9f96888-d54a-4cfb-9198-d337429cead4,09ea951a-88d9-41ea-a6ac-5eff966d69d7,false,AwsApiCall,918025571920,Management
test,AKIA5LPUWRZIPGDAOL5Y,2021-04-08T19:20:59Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,84.162.64.137,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),InvalidParameterValueException,[],b6acb752-6601-4e39-af95-9fce6b766306,7c5d3a5e-13d3-41dd-a534-0b978c83cf54,false,AwsApiCall,918025571920,Management
test,AKIA5LPUWRZIPGDAOL5Y,2021-04-08T19:20:58Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,84.162.64.137,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),InvalidParameterValueException,[],da2092a9-709a-4ff6-8be3-a6c9c0cd2ac5,421b2912-3f93-45e0-940d-c6863630009b,false,AwsApiCall,918025571920,Management
test,AKIA5LPUWRZIPGDAOL5Y,2021-04-08T19:20:56Z,iam.amazonaws.com,CreateRole,us-east-1,84.162.64.137,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::918025571920:role/iam_for_lambda_tf""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda_tf""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AROA5LPUWRZIDOT7U7UFS""}]",53975b3d-8c4d-4e8c-bbcc-fabe40382351,2533a1d3-f739-44b6-accd-914b43e938cb,false,AwsApiCall,918025571920,Management
